date,home_team,away_team,result,season,result_code
2019-10-05,Liverpool,Leicester,H,PL_2019-2020,0
2019-10-05,Norwich,Aston Villa,A,PL_2019-2020,2
2019-10-05,Watford,Sheffield United,D,PL_2019-2020,1
2019-10-05,West Ham,Crystal Palace,A,PL_2019-2020,2
2019-10-06,Newcastle,Man United,H,PL_2019-2020,0
2019-10-06,Southampton,Chelsea,A,PL_2019-2020,2
2019-10-06,Arsenal,Bournemouth,H,PL_2019-2020,0
2019-10-06,Man City,Wolves,A,PL_2019-2020,2
2019-10-19,Crystal Palace,Man City,A,PL_2019-2020,2
2019-10-19,Everton,West Ham,H,PL_2019-2020,0
2019-10-19,Aston Villa,Brighton,H,PL_2019-2020,0
2019-10-19,Bournemouth,Norwich,D,PL_2019-2020,1
2019-10-19,Chelsea,Newcastle,H,PL_2019-2020,0
2019-10-19,Leicester,Burnley,H,PL_2019-2020,0
2019-10-19,Tottenham,Watford,D,PL_2019-2020,1
2019-10-19,Wolves,Southampton,D,PL_2019-2020,1
2019-10-20,Man United,Liverpool,D,PL_2019-2020,1
2019-10-21,Sheffield United,Arsenal,H,PL_2019-2020,0
2019-10-25,Southampton,Leicester,A,PL_2019-2020,2
2019-10-26,West Ham,Sheffield United,D,PL_2019-2020,1
2019-10-26,Watford,Bournemouth,D,PL_2019-2020,1
2019-10-26,Burnley,Chelsea,A,PL_2019-2020,2
2019-10-26,Man City,Aston Villa,H,PL_2019-2020,0
2019-10-26,Brighton,Everton,H,PL_2019-2020,0
2019-10-27,Newcastle,Wolves,D,PL_2019-2020,1
2019-10-27,Arsenal,Crystal Palace,D,PL_2019-2020,1
2019-10-27,Liverpool,Tottenham,H,PL_2019-2020,0
2019-10-27,Norwich,Man United,A,PL_2019-2020,2
2019-11-02,Bournemouth,Man United,H,PL_2019-2020,0
2019-11-02,Arsenal,Wolves,D,PL_2019-2020,1
2019-11-02,Aston Villa,Liverpool,A,PL_2019-2020,2
2019-11-02,Brighton,Norwich,H,PL_2019-2020,0
2019-11-02,Man City,Southampton,H,PL_2019-2020,0
2019-11-02,Sheffield United,Burnley,H,PL_2019-2020,0
2019-11-02,West Ham,Newcastle,A,PL_2019-2020,2
2019-11-02,Watford,Chelsea,A,PL_2019-2020,2
2019-11-03,Everton,Tottenham,D,PL_2019-2020,1
2019-11-03,Crystal Palace,Leicester,A,PL_2019-2020,2
2019-11-08,Norwich,Watford,A,PL_2019-2020,2
2019-11-09,Chelsea,Crystal Palace,H,PL_2019-2020,0
2019-11-09,Burnley,West Ham,H,PL_2019-2020,0
2019-11-09,Newcastle,Bournemouth,H,PL_2019-2020,0
2019-11-09,Southampton,Everton,A,PL_2019-2020,2
2019-11-09,Tottenham,Sheffield United,D,PL_2019-2020,1
2019-11-09,Leicester,Arsenal,H,PL_2019-2020,0
2019-11-10,Man United,Brighton,H,PL_2019-2020,0
2019-11-10,Wolves,Aston Villa,H,PL_2019-2020,0
2019-11-10,Liverpool,Man City,H,PL_2019-2020,0
2019-11-23,Man City,Chelsea,H,PL_2019-2020,0
2019-11-23,Watford,Burnley,A,PL_2019-2020,2
2019-11-23,Everton,Norwich,A,PL_2019-2020,2
2019-11-23,Crystal Palace,Liverpool,A,PL_2019-2020,2
2019-11-23,Bournemouth,Wolves,A,PL_2019-2020,2
2019-11-23,Arsenal,Southampton,D,PL_2019-2020,1
2019-11-23,West Ham,Tottenham,A,PL_2019-2020,2
2019-11-23,Brighton,Leicester,A,PL_2019-2020,2
2019-11-24,Sheffield United,Man United,D,PL_2019-2020,1
2019-11-25,Aston Villa,Newcastle,H,PL_2019-2020,0
2019-11-30,Newcastle,Man City,D,PL_2019-2020,1
2019-11-30,Burnley,Crystal Palace,A,PL_2019-2020,2
2019-11-30,Chelsea,West Ham,A,PL_2019-2020,2
2019-11-30,Liverpool,Brighton,H,PL_2019-2020,0
2019-11-30,Tottenham,Bournemouth,H,PL_2019-2020,0
2019-11-30,Southampton,Watford,H,PL_2019-2020,0
2019-12-01,Leicester,Everton,H,PL_2019-2020,0
2019-12-01,Man United,Aston Villa,D,PL_2019-2020,1
2019-12-01,Wolves,Sheffield United,D,PL_2019-2020,1
2019-12-01,Norwich,Arsenal,D,PL_2019-2020,1
2019-12-03,Crystal Palace,Bournemouth,H,PL_2019-2020,0
2019-12-03,Burnley,Man City,A,PL_2019-2020,2
2019-12-04,Chelsea,Aston Villa,H,PL_2019-2020,0
2019-12-04,Leicester,Watford,H,PL_2019-2020,0
2019-12-04,Man United,Tottenham,H,PL_2019-2020,0
2019-12-04,Southampton,Norwich,H,PL_2019-2020,0
2019-12-04,Wolves,West Ham,H,PL_2019-2020,0
2019-12-04,Liverpool,Everton,H,PL_2019-2020,0
2019-12-05,Sheffield United,Newcastle,A,PL_2019-2020,2
2019-12-05,Arsenal,Brighton,A,PL_2019-2020,2
2019-12-07,Man City,Man United,A,PL_2019-2020,2
2019-12-07,Tottenham,Burnley,H,PL_2019-2020,0
2019-12-07,Watford,Crystal Palace,D,PL_2019-2020,1
2019-12-07,Everton,Chelsea,H,PL_2019-2020,0
2019-12-07,Bournemouth,Liverpool,A,PL_2019-2020,2
2019-12-08,Aston Villa,Leicester,A,PL_2019-2020,2
2019-12-08,Newcastle,Southampton,H,PL_2019-2020,0
2019-12-08,Norwich,Sheffield United,A,PL_2019-2020,2
2019-12-08,Brighton,Wolves,D,PL_2019-2020,1
2019-12-09,West Ham,Arsenal,A,PL_2019-2020,2
2019-12-14,Liverpool,Watford,H,PL_2019-2020,0
2019-12-14,Burnley,Newcastle,H,PL_2019-2020,0
2019-12-14,Chelsea,Bournemouth,A,PL_2019-2020,2
2019-12-14,Leicester,Norwich,D,PL_2019-2020,1
2019-12-14,Sheffield United,Aston Villa,H,PL_2019-2020,0
2019-12-14,Southampton,West Ham,A,PL_2019-2020,2
2019-12-15,Arsenal,Man City,A,PL_2019-2020,2
2019-12-15,Man United,Everton,D,PL_2019-2020,1
2019-12-15,Wolves,Tottenham,A,PL_2019-2020,2
2019-12-16,Crystal Palace,Brighton,D,PL_2019-2020,1
2019-12-21,Everton,Arsenal,D,PL_2019-2020,1
2019-12-21,Aston Villa,Southampton,A,PL_2019-2020,2
2019-12-21,Bournemouth,Burnley,A,PL_2019-2020,2
2019-12-21,Brighton,Sheffield United,A,PL_2019-2020,2
2019-12-21,Newcastle,Crystal Palace,H,PL_2019-2020,0
2019-12-21,Norwich,Wolves,A,PL_2019-2020,2
2019-12-21,Man City,Leicester,H,PL_2019-2020,0
2019-12-22,Tottenham,Chelsea,A,PL_2019-2020,2
2019-12-22,Watford,Man United,H,PL_2019-2020,0
2019-12-26,Sheffield United,Watford,D,PL_2019-2020,1
2019-12-26,Chelsea,Southampton,A,PL_2019-2020,2
2019-12-26,Leicester,Liverpool,A,PL_2019-2020,2
2019-12-26,Man United,Newcastle,H,PL_2019-2020,0
2019-12-26,Everton,Burnley,H,PL_2019-2020,0
2019-12-26,Bournemouth,Arsenal,D,PL_2019-2020,1
2019-12-26,Aston Villa,Norwich,H,PL_2019-2020,0
2019-12-26,Tottenham,Brighton,H,PL_2019-2020,0
2019-12-26,Crystal Palace,West Ham,H,PL_2019-2020,0
2019-12-27,Wolves,Man City,H,PL_2019-2020,0
2019-12-28,Brighton,Bournemouth,H,PL_2019-2020,0
2019-12-28,Newcastle,Everton,A,PL_2019-2020,2
2019-12-28,Southampton,Crystal Palace,D,PL_2019-2020,1
2019-12-28,Watford,Aston Villa,H,PL_2019-2020,0
2019-12-28,Norwich,Tottenham,D,PL_2019-2020,1
2019-12-28,West Ham,Leicester,A,PL_2019-2020,2
2019-12-28,Burnley,Man United,A,PL_2019-2020,2
2019-12-29,Liverpool,Wolves,H,PL_2019-2020,0
2019-12-29,Man City,Sheffield United,H,PL_2019-2020,0
2019-12-29,Arsenal,Chelsea,A,PL_2019-2020,2
2020-01-01,Brighton,Chelsea,D,PL_2019-2020,1
2020-01-01,Burnley,Aston Villa,A,PL_2019-2020,2
2020-01-01,Newcastle,Leicester,A,PL_2019-2020,2
2020-01-01,Southampton,Tottenham,H,PL_2019-2020,0
2020-01-01,Watford,Wolves,H,PL_2019-2020,0
2020-01-01,Man City,Everton,H,PL_2019-2020,0
2020-01-01,Norwich,Crystal Palace,D,PL_2019-2020,1
2020-01-01,West Ham,Bournemouth,H,PL_2019-2020,0
2020-01-01,Arsenal,Man United,H,PL_2019-2020,0
2020-01-02,Liverpool,Sheffield United,H,PL_2019-2020,0
2020-01-10,Sheffield United,West Ham,H,PL_2019-2020,0
2020-01-11,Wolves,Newcastle,D,PL_2019-2020,1
2020-01-11,Tottenham,Liverpool,A,PL_2019-2020,2
2020-01-11,Man United,Norwich,H,PL_2019-2020,0
2020-01-11,Everton,Brighton,H,PL_2019-2020,0
2020-01-11,Leicester,Southampton,A,PL_2019-2020,2
2020-01-11,Chelsea,Burnley,H,PL_2019-2020,0
2020-01-11,Crystal Palace,Arsenal,D,PL_2019-2020,1
2020-01-12,Bournemouth,Watford,A,PL_2019-2020,2
2020-01-12,Aston Villa,Man City,A,PL_2019-2020,2
2020-01-18,Watford,Tottenham,D,PL_2019-2020,1
2020-01-18,Arsenal,Sheffield United,D,PL_2019-2020,1
2020-01-18,Brighton,Aston Villa,D,PL_2019-2020,1
2020-01-18,Man City,Crystal Palace,D,PL_2019-2020,1
2020-01-18,Norwich,Bournemouth,H,PL_2019-2020,0
2020-01-18,Southampton,Wolves,A,PL_2019-2020,2
2020-01-18,West Ham,Everton,D,PL_2019-2020,1
2020-01-18,Newcastle,Chelsea,H,PL_2019-2020,0
2020-01-19,Liverpool,Man United,H,PL_2019-2020,0
2020-01-19,Burnley,Leicester,H,PL_2019-2020,0
2020-01-21,Aston Villa,Watford,H,PL_2019-2020,0
2020-01-21,Bournemouth,Brighton,H,PL_2019-2020,0
2020-01-21,Crystal Palace,Southampton,A,PL_2019-2020,2
2020-01-21,Everton,Newcastle,D,PL_2019-2020,1
2020-01-21,Sheffield United,Man City,A,PL_2019-2020,2
2020-01-21,Chelsea,Arsenal,D,PL_2019-2020,1
2020-01-22,Leicester,West Ham,H,PL_2019-2020,0
2020-01-22,Tottenham,Norwich,H,PL_2019-2020,0
2020-01-22,Man United,Burnley,A,PL_2019-2020,2
2020-01-23,Wolves,Liverpool,A,PL_2019-2020,2
2020-01-29,West Ham,Liverpool,A,PL_2019-2020,2
2020-02-01,Watford,Everton,A,PL_2019-2020,2
2020-02-01,Man United,Wolves,D,PL_2019-2020,1
2020-02-01,West Ham,Brighton,D,PL_2019-2020,1
2020-02-01,Liverpool,Southampton,H,PL_2019-2020,0
2020-02-01,Crystal Palace,Sheffield United,A,PL_2019-2020,2
2020-02-01,Bournemouth,Aston Villa,H,PL_2019-2020,0
2020-02-01,Leicester,Chelsea,D,PL_2019-2020,1
2020-02-01,Newcastle,Norwich,D,PL_2019-2020,1
2020-02-02,Burnley,Arsenal,D,PL_2019-2020,1
2020-02-02,Tottenham,Man City,H,PL_2019-2020,0
2020-02-08,Everton,Crystal Palace,H,PL_2019-2020,0
2020-02-08,Brighton,Watford,D,PL_2019-2020,1
2020-02-09,Sheffield United,Bournemouth,H,PL_2019-2020,0
2020-02-14,Wolves,Leicester,D,PL_2019-2020,1
2020-02-15,Southampton,Burnley,A,PL_2019-2020,2
2020-02-15,Norwich,Liverpool,A,PL_2019-2020,2
2020-02-16,Arsenal,Newcastle,H,PL_2019-2020,0
2020-02-16,Aston Villa,Tottenham,A,PL_2019-2020,2
2020-02-17,Chelsea,Man United,A,PL_2019-2020,2
2020-02-19,Man City,West Ham,H,PL_2019-2020,0
2020-02-22,Chelsea,Tottenham,H,PL_2019-2020,0
2020-02-22,Burnley,Bournemouth,H,PL_2019-2020,0
2020-02-22,Crystal Palace,Newcastle,H,PL_2019-2020,0
2020-02-22,Sheffield United,Brighton,D,PL_2019-2020,1
2020-02-22,Southampton,Aston Villa,H,PL_2019-2020,0
2020-02-22,Leicester,Man City,A,PL_2019-2020,2
2020-02-23,Man United,Watford,H,PL_2019-2020,0
2020-02-23,Wolves,Norwich,H,PL_2019-2020,0
2020-02-23,Arsenal,Everton,H,PL_2019-2020,0
2020-02-24,Liverpool,West Ham,H,PL_2019-2020,0
2020-02-28,Norwich,Leicester,H,PL_2019-2020,0
2020-02-29,Bournemouth,Chelsea,D,PL_2019-2020,1
2020-02-29,Watford,Liverpool,H,PL_2019-2020,0
2020-02-29,West Ham,Southampton,H,PL_2019-2020,0
2020-02-29,Brighton,Crystal Palace,A,PL_2019-2020,2
2020-02-29,Newcastle,Burnley,D,PL_2019-2020,1
2020-03-01,Everton,Man United,D,PL_2019-2020,1
2020-03-01,Tottenham,Wolves,A,PL_2019-2020,2
2020-03-07,Liverpool,Bournemouth,H,PL_2019-2020,0
2020-03-07,Arsenal,West Ham,H,PL_2019-2020,0
2020-03-07,Crystal Palace,Watford,H,PL_2019-2020,0
2020-03-07,Sheffield United,Norwich,H,PL_2019-2020,0
2020-03-07,Southampton,Newcastle,A,PL_2019-2020,2
2020-03-07,Wolves,Brighton,D,PL_2019-2020,1
2020-03-07,Burnley,Tottenham,D,PL_2019-2020,1
2020-03-08,Chelsea,Everton,H,PL_2019-2020,0
2020-03-08,Man United,Man City,H,PL_2019-2020,0
2020-03-09,Leicester,Aston Villa,H,PL_2019-2020,0
2020-06-17,Aston Villa,Sheffield United,D,PL_2019-2020,1
2020-06-17,Man City,Arsenal,H,PL_2019-2020,0
2020-06-19,Norwich,Southampton,A,PL_2019-2020,2
2020-06-19,Tottenham,Man United,D,PL_2019-2020,1
2020-06-20,Watford,Leicester,D,PL_2019-2020,1
2020-06-20,Brighton,Arsenal,H,PL_2019-2020,0
2020-06-20,West Ham,Wolves,A,PL_2019-2020,2
2020-06-20,Bournemouth,Crystal Palace,A,PL_2019-2020,2
2020-06-21,Newcastle,Sheffield United,H,PL_2019-2020,0
2020-06-21,Aston Villa,Chelsea,A,PL_2019-2020,2
2020-06-21,Everton,Liverpool,D,PL_2019-2020,1
2020-06-22,Man City,Burnley,H,PL_2019-2020,0
2020-06-23,Tottenham,West Ham,H,PL_2019-2020,0
2020-06-23,Leicester,Brighton,D,PL_2019-2020,1
2020-06-24,Man United,Sheffield United,H,PL_2019-2020,0
2020-06-24,Newcastle,Aston Villa,D,PL_2019-2020,1
2020-06-24,Norwich,Everton,A,PL_2019-2020,2
2020-06-24,Wolves,Bournemouth,H,PL_2019-2020,0
2020-06-24,Liverpool,Crystal Palace,H,PL_2019-2020,0
2020-06-25,Burnley,Watford,H,PL_2019-2020,0
2020-06-25,Southampton,Arsenal,A,PL_2019-2020,2
2020-06-25,Chelsea,Man City,H,PL_2019-2020,0
2020-06-27,Aston Villa,Wolves,A,PL_2019-2020,2
2020-06-28,Watford,Southampton,A,PL_2019-2020,2
2020-06-29,Crystal Palace,Burnley,A,PL_2019-2020,2
2020-06-30,Brighton,Man United,A,PL_2019-2020,2
2020-07-01,Arsenal,Norwich,H,PL_2019-2020,0
2020-07-01,Bournemouth,Newcastle,A,PL_2019-2020,2
2020-07-01,Everton,Leicester,H,PL_2019-2020,0
2020-07-01,West Ham,Chelsea,H,PL_2019-2020,0
2020-07-02,Sheffield United,Tottenham,H,PL_2019-2020,0
2020-07-02,Man City,Liverpool,H,PL_2019-2020,0
2020-07-04,Norwich,Brighton,A,PL_2019-2020,2
2020-07-04,Leicester,Crystal Palace,H,PL_2019-2020,0
2020-07-04,Man United,Bournemouth,H,PL_2019-2020,0
2020-07-04,Wolves,Arsenal,A,PL_2019-2020,2
2020-07-04,Chelsea,Watford,H,PL_2019-2020,0
2020-07-05,Newcastle,West Ham,D,PL_2019-2020,1
2020-07-05,Liverpool,Aston Villa,H,PL_2019-2020,0
2020-07-05,Burnley,Sheffield United,D,PL_2019-2020,1
2020-07-05,Southampton,Man City,H,PL_2019-2020,0
2020-07-06,Tottenham,Everton,H,PL_2019-2020,0
2020-07-07,Watford,Norwich,H,PL_2019-2020,0
2020-07-07,Arsenal,Leicester,D,PL_2019-2020,1
2020-07-07,Crystal Palace,Chelsea,A,PL_2019-2020,2
2020-07-08,Man City,Newcastle,H,PL_2019-2020,0
2020-07-08,Sheffield United,Wolves,H,PL_2019-2020,0
2020-07-08,West Ham,Burnley,A,PL_2019-2020,2
2020-07-08,Brighton,Liverpool,A,PL_2019-2020,2
2020-07-09,Bournemouth,Tottenham,D,PL_2019-2020,1
2020-07-09,Everton,Southampton,D,PL_2019-2020,1
2020-07-09,Aston Villa,Man United,A,PL_2019-2020,2
2020-07-11,Norwich,West Ham,A,PL_2019-2020,2
2020-07-11,Watford,Newcastle,H,PL_2019-2020,0
2020-07-11,Liverpool,Burnley,D,PL_2019-2020,1
2020-07-11,Sheffield United,Chelsea,H,PL_2019-2020,0
2020-07-11,Brighton,Man City,A,PL_2019-2020,2
2020-07-12,Bournemouth,Leicester,H,PL_2019-2020,0
2020-07-12,Tottenham,Arsenal,H,PL_2019-2020,0
2020-07-12,Wolves,Everton,H,PL_2019-2020,0
2020-07-12,Aston Villa,Crystal Palace,H,PL_2019-2020,0
2020-07-13,Man United,Southampton,D,PL_2019-2020,1
2020-07-14,Chelsea,Norwich,H,PL_2019-2020,0
2020-07-15,Burnley,Wolves,D,PL_2019-2020,1
2020-07-15,Man City,Bournemouth,H,PL_2019-2020,0
2020-07-15,Newcastle,Tottenham,A,PL_2019-2020,2
2020-07-15,Arsenal,Liverpool,H,PL_2019-2020,0
2020-07-16,Southampton,Brighton,D,PL_2019-2020,1
2020-07-16,Everton,Aston Villa,D,PL_2019-2020,1
2020-07-16,Leicester,Sheffield United,H,PL_2019-2020,0
2020-07-16,Crystal Palace,Man United,A,PL_2019-2020,2
2020-07-17,West Ham,Watford,H,PL_2019-2020,0
2020-07-18,Norwich,Burnley,A,PL_2019-2020,2
2020-07-19,Bournemouth,Southampton,A,PL_2019-2020,2
2020-07-19,Tottenham,Leicester,H,PL_2019-2020,0
2020-07-20,Brighton,Newcastle,D,PL_2019-2020,1
2020-07-20,Sheffield United,Everton,A,PL_2019-2020,2
2020-07-20,Wolves,Crystal Palace,H,PL_2019-2020,0
2020-07-21,Watford,Man City,A,PL_2019-2020,2
2020-07-21,Aston Villa,Arsenal,H,PL_2019-2020,0
2020-07-22,Man United,West Ham,D,PL_2019-2020,1
2020-07-22,Liverpool,Chelsea,H,PL_2019-2020,0
2020-07-26,West Ham,Aston Villa,D,PL_2019-2020,1
2020-07-26,Southampton,Sheffield United,H,PL_2019-2020,0
2020-07-26,Newcastle,Liverpool,A,PL_2019-2020,2
2020-07-26,Man City,Norwich,H,PL_2019-2020,0
2020-07-26,Leicester,Man United,A,PL_2019-2020,2
2020-07-26,Everton,Bournemouth,A,PL_2019-2020,2
2020-07-26,Crystal Palace,Tottenham,D,PL_2019-2020,1
2020-07-26,Chelsea,Wolves,H,PL_2019-2020,0
2020-07-26,Burnley,Brighton,A,PL_2019-2020,2
2020-07-26,Arsenal,Watford,H,PL_2019-2020,0
2020-09-12,Fulham,Arsenal,A,PL_2020-2021,2
2020-09-12,Crystal Palace,Southampton,H,PL_2020-2021,0
2020-09-12,Liverpool,Leeds,H,PL_2020-2021,0
2020-09-12,West Ham,Newcastle,A,PL_2020-2021,2
2020-09-13,West Brom,Leicester,A,PL_2020-2021,2
2020-09-13,Tottenham,Everton,A,PL_2020-2021,2
2020-09-14,Brighton,Chelsea,A,PL_2020-2021,2
2020-09-14,Sheffield United,Wolves,A,PL_2020-2021,2
2020-09-19,Man United,Crystal Palace,A,PL_2020-2021,2
2020-09-19,Arsenal,West Ham,H,PL_2020-2021,0
2020-09-19,Everton,West Brom,H,PL_2020-2021,0
2020-09-19,Leeds,Fulham,H,PL_2020-2021,0
2020-09-20,Southampton,Tottenham,A,PL_2020-2021,2
2020-09-20,Newcastle,Brighton,A,PL_2020-2021,2
2020-09-20,Chelsea,Liverpool,A,PL_2020-2021,2
2020-09-20,Leicester,Burnley,H,PL_2020-2021,0
2020-09-21,Aston Villa,Sheffield United,H,PL_2020-2021,0
2020-09-21,Wolves,Man City,A,PL_2020-2021,2
2020-09-26,Brighton,Man United,A,PL_2020-2021,2
2020-09-26,Crystal Palace,Everton,A,PL_2020-2021,2
2020-09-26,West Brom,Chelsea,D,PL_2020-2021,1
2020-09-26,Burnley,Southampton,A,PL_2020-2021,2
2020-09-27,Tottenham,Newcastle,D,PL_2020-2021,1
2020-09-27,West Ham,Wolves,H,PL_2020-2021,0
2020-09-27,Sheffield United,Leeds,A,PL_2020-2021,2
2020-09-27,Man City,Leicester,A,PL_2020-2021,2
2020-09-28,Fulham,Aston Villa,A,PL_2020-2021,2
2020-09-28,Liverpool,Arsenal,H,PL_2020-2021,0
2020-10-03,Chelsea,Crystal Palace,H,PL_2020-2021,0
2020-10-03,Everton,Brighton,H,PL_2020-2021,0
2020-10-03,Leeds,Man City,D,PL_2020-2021,1
2020-10-03,Newcastle,Burnley,H,PL_2020-2021,0
2020-10-04,Aston Villa,Liverpool,H,PL_2020-2021,0
2020-10-04,Leicester,West Ham,A,PL_2020-2021,2
2020-10-04,Southampton,West Brom,H,PL_2020-2021,0
2020-10-04,Arsenal,Sheffield United,H,PL_2020-2021,0
2020-10-04,Wolves,Fulham,H,PL_2020-2021,0
2020-10-04,Man United,Tottenham,A,PL_2020-2021,2
2020-10-17,Newcastle,Man United,A,PL_2020-2021,2
2020-10-17,Man City,Arsenal,H,PL_2020-2021,0
2020-10-17,Everton,Liverpool,D,PL_2020-2021,1
2020-10-17,Chelsea,Southampton,D,PL_2020-2021,1
2020-10-18,Sheffield United,Fulham,D,PL_2020-2021,1
2020-10-18,Crystal Palace,Brighton,D,PL_2020-2021,1
2020-10-18,Tottenham,West Ham,D,PL_2020-2021,1
2020-10-18,Leicester,Aston Villa,A,PL_2020-2021,2
2020-10-19,West Brom,Burnley,D,PL_2020-2021,1
2020-10-19,Leeds,Wolves,A,PL_2020-2021,2
2020-10-23,Aston Villa,Leeds,A,PL_2020-2021,2
2020-10-24,West Ham,Man City,D,PL_2020-2021,1
2020-10-24,Fulham,Crystal Palace,A,PL_2020-2021,2
2020-10-24,Man United,Chelsea,D,PL_2020-2021,1
2020-10-24,Liverpool,Sheffield United,H,PL_2020-2021,0
2020-10-25,Wolves,Newcastle,D,PL_2020-2021,1
2020-10-25,Arsenal,Leicester,A,PL_2020-2021,2
2020-10-25,Southampton,Everton,H,PL_2020-2021,0
2020-10-26,Brighton,West Brom,D,PL_2020-2021,1
2020-10-26,Burnley,Tottenham,A,PL_2020-2021,2
2020-10-30,Wolves,Crystal Palace,H,PL_2020-2021,0
2020-10-31,Sheffield United,Man City,A,PL_2020-2021,2
2020-10-31,Burnley,Chelsea,A,PL_2020-2021,2
2020-10-31,Liverpool,West Ham,H,PL_2020-2021,0
2020-11-01,Newcastle,Everton,H,PL_2020-2021,0
2020-11-01,Aston Villa,Southampton,A,PL_2020-2021,2
2020-11-01,Man United,Arsenal,A,PL_2020-2021,2
2020-11-01,Tottenham,Brighton,H,PL_2020-2021,0
2020-11-02,Fulham,West Brom,H,PL_2020-2021,0
2020-11-02,Leeds,Leicester,A,PL_2020-2021,2
2020-11-06,Brighton,Burnley,D,PL_2020-2021,1
2020-11-06,Southampton,Newcastle,H,PL_2020-2021,0
2020-11-07,West Ham,Fulham,H,PL_2020-2021,0
2020-11-07,Crystal Palace,Leeds,H,PL_2020-2021,0
2020-11-07,Everton,Man United,A,PL_2020-2021,2
2020-11-07,Chelsea,Sheffield United,H,PL_2020-2021,0
2020-11-08,West Brom,Tottenham,A,PL_2020-2021,2
2020-11-08,Leicester,Wolves,H,PL_2020-2021,0
2020-11-08,Man City,Liverpool,D,PL_2020-2021,1
2020-11-08,Arsenal,Aston Villa,A,PL_2020-2021,2
2020-11-21,Newcastle,Chelsea,A,PL_2020-2021,2
2020-11-21,Aston Villa,Brighton,A,PL_2020-2021,2
2020-11-21,Tottenham,Man City,H,PL_2020-2021,0
2020-11-21,Man United,West Brom,H,PL_2020-2021,0
2020-11-22,Leeds,Arsenal,D,PL_2020-2021,1
